question_id,question_content,question_tags
219169,had period early i also had cramping  backache and nausea vomiting by the third day  i had brown discharge could i be pregnant,back pain  nausea  menses  vomiting  ovulation  morning after pill  female health  healthy pregnancy  nausea and vomiting  pregnancy
219231,my 4 year old has redness  slight swelling under her eye people have been asking if shes bruised or allergic it seems worse with summer heat and swimming pools but especially heat should we see a dermatologist or an allergist thank you,red skin  swimming  dermatology  allergies
219728,how do you deal with anxiety and depression in teenagers and young adults,feeling anxious  depression  anxiety  teen
219874,how safe is the parkinson tablet sinemet,dyskinesia  carbidopa and levodopa  sinemet
221165,im 6 weeks pregnant  started bleeding brown blood which turned light pink to red i have slight cramps and very nervous im miscarrying is this normal,nervousness  red skin  pregnancy
221191,i have general burning in my abdomen ultrasound and ct scan were negative the pain localized under my right rib age and radiates to my back  ideas,bladder  sonogram  computed tomography  ct scan
221386,neuro sd no csf in 2 plcs foraminal narrowngetc pain headaches arm hand back 1 epidural inj last yr and phyc thp so c57 adnf or inj conflict md op,headache  epidural  fusion  total hip replacement  csf  cerebrospinal fluid  c5
222221,what are the symptoms of vitamin b12 deficiency,depression  dementia  numbness  pale skin  vitamin deficiency  memory loss  poor nutrition  tingling  difficulty walking  vitamin b12 deficiency
222856,my period is due today no sign of af breast ver tender slight pain on rt side some nausea neg hpt can i b pregnant,nausea  menses  female health  healthy pregnancy  home pregnancy test  pregnancy  menstrual period  pregnancy test  menstrual cycle  menstrual
222947,can i take mucinex dm and vicks nyquil together,cough  dextromethorphan  antihistamine  alcohol  sleep  mucinex
225027,a blood test showed that im b12 deficient serum b12 level of 186 pg ml  should i take vitamin b12 supplements,vitamin deficiency  vitamins and supplements  supplements  vitamin b 12  vitamin b12
226573,is it possible to get rid of cavities without going thru a filling,caries  dental caries  tooth decay
227057,my breasts are larger than usual i have uti i missed my period but every pregnancy test comes out negative  i feel pregnant please help me,urinary tract infections  menses  breast tenderness  amenorrhea  premenstrual syndrome  missed period  female health  healthy pregnancy  menstrual cycle  menstrual period
228022,how does depression affect your family and how do you deal with it,depression  children
228888,what are the tell tale signs of depression,appetite  depression  suicide  guilt  sleep  mood
229310,whats the best spot treatment to get rid of acne marks and scars,acne  pimples  scarring  dermabrasion  facial pimples  laser
229379,which antidepressant will work best for depression,depression  antidepressants
229549,after i shave my vagina i get red pimplelike  ingrown hairs it hurts to shave it and the bumps hurt is there anything i can do to prevent this,pimples  ingrown hair  female health
229551,after i shave my vagina i get red pimplelike  ingrown hairs it hurts to shave it and the bumps hurt is there anything i can do to prevent this,pimples  ingrown hair  female health
229702,i had trimalleolar ankle fracture and am now walking in an aircast  but the pain is quite bad do i need pt my dr said i did not  but i think i do,broken bone  ankle fracture  cast
230184,once more hopefully breast ca in 08 chemo rad til 2010 left breast mastectomy 2 weeks ago rt lung shadow and enlarged lymphnodes in mediastatin now what please,breast cancer  pet scan  ct scan  pets  biopsy  female health  chemotherapy  mastectomy
231244,is it possible for a blind person to get corrective eye surgery,vision loss  cataract  corneal transplant  transplant  surgery  eye surgery  vision
231777,what does having severe emotional   psychological anxiety  distress and depressed mood mean,feeling anxious  depression  hopelessness  emotion  melancholia  anxiety  mood
231800,what does normal systolic and low diastolic blood pressure mean,valve  diastolic pressure  diastolic blood pressure  blood pressure
233363,the inside of my cheek is kinda thick it has gotten a little raised and bumpy i have been biting and picking in that area  is this cancer or a reaction to my picking,cancer  human bite  chewing tobacco
233385,what antibiotic to get for food poisoning with constipationmild tenderness upon palpating the stomach,constipation  diarrhea  nutrition  antibiotic  food poisoning  fecal retention
233467,i have had my gallbladder removed a year ago and im still getting a feeling of fullness pain there i do drink alcohol a lot could this be fatty liver,fatty liver  prilosec  omeprazole  gastritis  gallbladder removal  bladder  feeling of fullness  alcohol
233621,since starting solids my 6month old grandson eats 3oz less from each of his bottles breast milk he loves his solids fruit  veggies and yogurt  but my daughter is very concerned about his losing the breast milk nourishment he is in the 7th percentile,calorie  children  feeding  female health  nutrition  uchildrens health
233711,was on wellbutrin doc changed to zoloft and lamictil bad mania zoloft gone added straterra  abilify bad stopped now want help to wean lamictil,mania  lamictal  abilify  serotonin  aripiprazole  strattera  sertraline  zoloft  wellbutrin  bupropion
233712,event monitor showed possible svt causing burst of rapid hr that wake me then disappear  drsays just nuissance not life threat   other tests with normal results: echo  24hr holter  stress test  sleep studycould they be missing something serious feels,stress  sleep deprivation  supraventricular tachycardia  potassium  caffeine  alcohol  nicotine  stimulant  holter monitor  sleep
235147,should i continue to take mononessa birth control pills  if i have a 5cm cyst on my ovary,female health  mononessa  birth control pills  birth control  contraception  oral contraceptive
235544,im a 24 year old  female with 2 small children i always have bad headaches n back probs  but now my left arm hand is tingling numb throbbing,headache  tingling  numbness  children  uchildrens health  backaches
235755,how do i know if i should see a therapist for depression,depression  therapist  psychotherapy
235869,what could cause parethesia of the head  face  neck  and left arm and leg ct mri of the brain are normal cymbalta or nucynta cause this its been constant for 3 weeks,paresthesia  magnetic resonance imaging  nucynta  mri  duloxetine  ct of leg  computed tomography  mri scan  cymbalta
236074,i have been suffering from fevers shakes mucsle spassems memory loss speach impediments migraines all over joint pain brosing and swelling im only a 23 year old female could this be ms,tremor  fever  joint pain  migraine headaches  shakes  multiple sclerosis  amnesia  migraine  memory loss  memory
237564,can i take dimetapp cold and allergy with mucinex dm  or will there be adverse effects,hypersensitivity  allergies  low temperature  phenylpropanolamine and brompheniramine  mucinex  dimetapp
237572,can my father drink coffee right after gallbladder removal surgery,surgery  gallbladder removal
238547,i have been diagnoised with three bulging discs in lower back  along with stenosis of spine  but the pain in my groin and pelvic area is getting as bad as my lower back  my dr recommends pt  should i request another mri  i had one a yr ago,hip pain  bulging disk  spinal stenosis  mri  physical therapy  magnetic resonance imaging  mri scan
238647,i had sex condom broke  i got my normal period 2 weeks later after taking plan b  have had 0 pregnancy symptoms i am not pregnant  just paranoid maybe,menses  paranoia  pregnancy test  healthy pregnancy  menstrual period  female health  levonorgestrel  sex  paranoid  condoms
239356,my right nostril is sore to touch  red an swollen pressure is leading towards my eye,red skin  sinusitis  bacitracin  oxymetazoline  bacitracin ointment  tactile  follicle  nostril
239367,what exactly is jaundice in new born babes  and is it something one should worry about can it be avoided  if curable thank you once again,yellow skin  jaundice  yellow eyes and skin  bilirubin  newborn jaundice
239467,what causes an itchy rash with little bumps on top of my feet and redness on lower legs also bumps are not itching anymore  now they are dry bumps,edema  itchy rash  skin rash  rash  red skin  dermatitis  allergic reaction  itching all over
239523,is drinking alcohol the reason why im not getting pregnant should i stop drinking while trying to conceive,infertility  trying to conceive  pregnancy  female health  healthy pregnancy  alcohol  getting pregnant
239563,ive had allergies  asthma and eczema simce i was a child the eczema has spread frm my arms to all over my legs amd torso what can i do,asthma  eczema  hypersensitivity  psoriasis  age related macular degeneration  child allergies  allergies  children
240275,does the antibiotic cleocin help prevent an infection like anthrax virus or the flu,influenza  fl  anthrax  clindamycin  virus  antibiotic  cleocin  clindamycin phosphate  bacteria
240282,help 1yr old had swine flu 2 weeks later still has cough  and really bad runny nose  but no fever what to do,rhinitis  fl  fever  cough  swine fl  runny nose
240578,what are the signs of depressions in kids under 5 years old,depression  sleep  poor eating  aggression  children  uchildrens health
241512,im prescribed 100mg of zoloft and 1mg of klonopin can i take the zoloft at dinner time and the klonopin at bedtime  i am currently taking 50mg zoloft in the morning and 50 at night the 50mg in the morning makes me very sleepy,drowsiness  sertraline  zoloft  klonopin  clonazepam  fluoxetine
241531,my vagina is very swollen  ive missed my period  am i pregnant,menses  missed period  female health  healthy pregnancy  pregnancy  menstrual period  pregnancy test  menstrual cycle
241551,if i pump my breasts for my baby   after how many hours does the pumped milk go bad,freezing  uchildrens health
241790,if my tubes have been tied 12 years  and the birth control im on to control my periods has little higher estrogen in it would that cause my uterus to feel tighter and my breast to b sore swollen and leaking,female health  birth control  contraception  estrogen
242598,what are the symptoms of depression in teenagers,fatigue  fussiness  depression  lethargy  hopelessness  teen  mood
243051,will drinking alcohol every day cause liver pain,autism spectrum disorder  adhd  autism  alcoholism  schizophrenia  gastroenterology  liver pain  alcohol
243122,how dangerous is it to use antidepressants in pregnancy if you really struggle with depression,depression  pregnancy  psychotherapy  antidepressants
244872,in 98 an eeg showed i had epilepsy could this have been wrong i have not had a seizure since i was on a high dose sleepin med at the time i was 16,migraine headaches  sleep deprivation  seizure disorder  epilepsy  seizure  convulsion  panic attacks  eeg  sleep  epileptic seizures
245518,burning sensation  and tingling and swelling  in right side of body hand arm leg an feet what could that be,burning sensation  tingling  motor  neuron
245554,i have pain in my shoulders  ankles  hip  knees  back and wrist all the time at times it is so bad i can barely move been to the doctor  no results,arthritis  lyme disease  rheumatoid arthritis  immune diseases  rheumatism
245729,i had a pimple on my forehead a couple weeks ago no whitehead came to the surface  but it leaked clear yellowish oils and scanned over now that this has gone away a hard bump remains under the skin it does not hurt and is mostly skin colored but some d,acne  pimples  inflammation  whiteheads
247317,can you get lip cancer from biting the skin inside of your cheeks and lips often,cancer  human bite
249360,im 39 weeks pregnant and my feet and hands are swelling is there any food  to avoid can trigger the swelling of my feet and numbness of my hands,edema  numbness  healthy pregnancy  diet  pregnancy  nutrition  female health
249417,i had a period july 2nd6th and no period since  ive been having  pelvic pain  tiredness  breasts tenderness  dizziness headache i took a home pregnancy test a few days ago it came back negative what could be going on,dizziness  headache  menses  abdominal bloating  ovarian cyst  inflammation of the thyroid  pelvic pain  antithyroid medication  pregnancy  pregnancy test
249479,a chest xray showed a 12mm nodule i am a nonsmoker and a runner have been tired  short of breath  abdomen discomfort and bloating  alleviated bilirubin and low back pain getting ct scans but another week before doctors appointment any idea,abdominal bloating  back pain  breathlessness  pain in the back  computed tomography  xray of chest  nodule  bilirubin  low back pain  sciatica
252669,if i was on a barbituat sleeping pill at 16 when i had one seizure would this cause a postive on an eeg,convulsion  seizure  sonata  eeg  teen  sleep  hypnosis
253993,my mother is suffering through rheumatoid arthritis and can not walk much and always  feels the pain on  both the knee joints,arthritis  painful joints  ra  rheumatoid arthritis  gait  rheumatism
254011,i have brown discharge and an itchy vaginai have no odor or burningwhat could this be,vaginal itching  female health
254031,ive had joint pain on my elbow and shoulder of my left arm but have not hurt myself it causes discomfort  but not excruciating what should i do to,joint pain  radiculopathy  cervical radiculopathy  rotator cuff  nerve  rotator cuff repair  sports medicine
254674,what causes a vitamin b12 deficiency,pernicious anemia  vitamin b12 deficiency  vitamin deficiency  poor nutrition  vitamin b 12  vitamin b12
255664,i had a headache and i woke up w  a broken blood vessel in my eyeis that abnormal,headache  vomiting  eye health
256608,which to give first for asthmabronchodilator or corticosteroids,cough  asthma  bronchodilator  corticosteroids
256751,can using too much bronchodilator and corticosteroid be harmful,steroids  corticosteroids  corticosteroid drug  bronchodilator
257705,how many days after wisdom teeth extraction can i start to eat regularly,teething  wisdom teeth  tooth extraction
258257,when someone has a brain concussion  will it cause a blood clot in the head,blood clot  concussion
258352,my 84 yr old mom has extreme pain in upper arm with some swelling   xray says no bone fracturewhere do we go from here it is interrupting sleep,broken bone  rotator cuff  mri scan  sleep
258825,took off condom and then fingered her could she be pregnant i might have wiped my hands after i took it off  and the condoms didnt break  i checked,pregnancy test  healthy pregnancy  female health  pregnancy  condoms
259115,am not sure if i have clinical depression or its just anexity but this feelin of dissatisfaction been like 23 years now i need to know if therere ways to help myself therapist appointments n my country r very busy n take long time am 25yo f,depression  therapist  anxiety
259381,my dr ran some tests since my hemoglobin was low at 109  new tests say ferritin 15 iga 155 iga1 129  iga2 378 iron 95  tibc 309  %sat iron 31 these all look normal to me need i look further into low himogllobin,electrophoresis  reticulocyte count  vitamin b9  iron  iron blood level  ferritin
259413,im on the depoprovera shot for a year now and suddenly started spotting and pregnancy symptomsmultiple negative testscould i be pregnant,urinalysis  urine  irregular bleeding  contraception  pregnancy test  healthy pregnancy  female health  depo provera  pregnancy
259627,i didnt have a lot of discharge for my 2nd week of the cycle and i should start my period tomorrow i have had creamy white discharge and it changed to watery clear discharge is this normal  or a sign of pregnancy,menses  female health  healthy pregnancy  candida  menstrual period  yeast  pregnancy  menstrual cycle
260671,any ideas why my hand keeps going numb and causes pain from end of fingers to elbow,numbness  carpal tunnel syndrome  nerve
260840,i have rash on top of both feet its scaly dry  itching kind of looks like eczema but never had it have rash for over 1 month,skin rash  dermatitis  eczema  rash  itching all over
261680,i have ulcerative colitis and in the last 4 months have been on 3 different medication   apriso made me sick  lialda did nothing now i am on  azulfidine and prednizone i am not getting worst  but  i  am not  getting any  better  i put myself on a low re,colitis  ulcerative colitis  sulfasalazine  azulfidine  mesalamine  diet  prednisone
261707,i have a painless lump in my posterior labia majora for more than a year now its movable and its like the size of a pea is this inflammed lymphnode,inflammation  inclusion
261718,pms cramping and it makes my legs  hips and back cramp up been going on for about a day and a half pms cramps getting worse 39 weeks pregnant sign of labor,muscle strain  premenstrual syndrome  pregnancy  female health  labor  contraction
261761,im 22 and after a bowel movement i have anal itching with leakage what is the chance its colon cancer,anal itching  cancer  colon cancer  colonic  intestine  bowel movement  bowel  itching all over
261771,soft pea size red painful lump behind right ear and feels like its dripping   also a swollen lymph node below the ear near jawline what to do,red skin  abscess  swollen glands
262114,i found 2 pea size or bigger bumps under my skin on my vaginialabia area or in middle of vaginia they are like balls and move around does not hurt,cancer
262207,how long after drinking alcohol do i have to wait to take 25 mg xanax i do not take xanax regularly  i only use it situationally,depression  alprazolam  xanax  alcohol
262398,4yo daughter potty trained for over a yr was constipated  one dose of miralax cleared it up but now has loose stool accidentsafraid to go on potty,constipation  diarrhea  loose stools  feces  stool soiling  fiber  miralax
262553,does hep b increase chances of having a fatty liver should i take metformin for diabetes  fatty liver issues whatre symptoms of fatty liver,diabetes  diabetes type 2  fatty liver  hepatitis  hepatitis b  glucophage  virus  metformin
263260,usually before menstration i get an itchy rash under my breasts ive heard that yeast infections occur in dark warm moist areas  how can i stop this,yeast infection  dermatitis  itchy rash  skin rash  rash  candida  recurrent infections  yeast  menstruation  anti fungal drug
263274,can acid reflux cause chest pains  shoulder pains  and a lighheaded feeling what about nausea  palpitations,chest pain  nausea  reflux  palpitation  acid reflux
263547,had natural miscarriage on june 14 everything came out on its own i had unprotected sex on august 13 no period from time of miscarriage to august 13 on august 14 i had spotting and weird bleeding for three days which was nothing like a period and i had,headache  nausea  shoulder pain  menses  pregnancy loss  menstrual cycle  sex  spontaneous abortion  female health  pregnancy
263824,hi  ive just noticed that i am having thick white odorless  creamy discharge in my vagina i am not having burning when i pee and no itching   i do have unprotected sex with my boyfriend i dont have and stdand my nipples are very sore  and seem to be sl,yeast infection  sexually transmitted infections  std  sexually transmitted diseases  vaginal itching  noticeable vaginal odor  vaginal discharge  urine  urination  yeast
263852,i woke up with hives 2 mornings in a row on day 3  in the middle of the day  i have itchy red bumps on my elbows  knees what could this be,hives  red skin  itchy rash  human immunodeficiency virus  sleep  scratching  red bumps  antihistamine
263955,should i be worried@ 3 weeks my hcg level  at 74  im having back pain and pain in that muscle thats between the neck and shoulder no bleeding no cramps not really having pregnancy symptoms  like sore breast fatigue  etc basically i dont feel pregnant,back pain  fatigue  ectopic pregnancy  breast pain  lethargy  healthy pregnancy  female health  pregnancy  pain in the back  hcg level
264000,i have been having almost black diarrhea for the last few hours i have gone 56 times and didnt quite make it once have had stomach pains last few days and headaches nonstop for last couple of weeks no fever  been extremely tired but chalked that up,fever  headache  diarrhea  loose stools  stomach pain  ulceration  dysentery  children  blood loss  feces
264207,i think im pregnant although i have had the essure i have very light bleeding in the vaginal area but a pg test was negative i had an ultrasound done a few weeks ago that would have put me at 3 weeks along and they said i had fluid in my uterus but didn,blood clot  healthy pregnancy  pregnancy test  polyp  female health  essure  sonogram  pregnancy
264511,effects with fever  throat pain  cough  as soon as i drink cooling water doctor says that a sinus infection in my nose and an allergy in throat,fever  sore throat  cough  sinusitis  throat pain  hypersensitivity  allergies  virus
264726,i have a rash that is red bumps that didnt really itch that bad but it does occasionally started on inner thighs after yeast infection on palms too,yeast infection  red skin  skin rash  dermatitis  rash  allergic reaction  yeast  red bumps  candida
264884,on unpredictable days i have contstant roaring ringing in my ear on some of those days the sound changes and i sometimes get dizzy  sometimes with the dizziness i will get nausea i have a chiari malformation type 1 and an arachnoid cyst  possible menier,nausea  dizziness  chiari malformation  sodium  arachnoid cyst  vertigo
264885,on unpredictable days i have contstant roaring ringing in my ear on some of those days the sound changes and i sometimes get dizzy  sometimes with the dizziness i will get nausea i have a chiari malformation type 1 and an arachnoid cyst  possible menier,nausea  dizziness  dehydration  tmj syndrome  chiari malformation  night guard  vertigo  guarding  sodium  arachnoid cyst
264887,on unpredictable days i have contstant roaring ringing in my ear on some of those days the sound changes and i sometimes get dizzy  sometimes with the dizziness i will get nausea i have a chiari malformation type 1 and an arachnoid cyst  possible menier,nausea  dizziness  tmj syndrome  chiari malformation  sodium  hypnosis  arachnoid cyst  vertigo  ent and head and neck surgery
264889,on unpredictable days i have contstant roaring ringing in my ear on some of those days the sound changes and i sometimes get dizzy  sometimes with the dizziness i will get nausea i have a chiari malformation type 1 and an arachnoid cyst  possible menier,nausea  dizziness  chiari malformation  sodium  arachnoid cyst  vertigo
266938,what are the diet suggestions for a diabetic patient with liver cirrhosis and severe complications,diabetes  cirrhosis of the liver  insulin  healthy eating  blood sugar  alcohol  sugar  diet
266987,is it safe to drink alcohol with 10mg abilify  150 of zoloft  and 50 of toprol,metoprolol  aripiprazole  abilify  sertraline  zoloft  toprol  alcohol
267286,what distinguishes pancreas  liver  colon  kidney  prostate and gallbladder cancers,cancer  colonic  male health
269079,how long does it take for the swelling to decrease after wisdom teeth extractions,teething  wisdom teeth  tooth extraction
269281,is fluvoxamine luvox effective for depression,depression  obsessive compulsive disorder  post traumatic stress disorder  social anxiety disorder  major depression  living with major depression  psychiatry  luvox  fluvoxamine
271253,do i have to see a doctor to find out if i have macular degeneration,macular degeneration
271924,after a nap my ears were hurting  only one is now hurting especially when i swallow no sore throat or fever,throat pain  sore throat  fever  sleep  naps
272590,i had some pine needles+bugs stuck in my shoe from a walk in the woods i shook them out  but now the top of my big toe has been numb for 48 hrs,numbness  gait
272809,since yesterday tingling in finger tips today in feet and lower legs plus a burning sensation in feet and legs histaory of gbs but was 8 years ago any ideas whats going on,diabetes  neuritis  tingling  burning sensation
272811,my mothers mri came back showing chronic degenerative tear of the acl  chronic degenerative tear of the posterior horn of the medial medial meniscus,mri scan  braces  mri  magnetic resonance imaging  exercise  knee arthroscopy  acl reconstruction
272824,what causes an itchy rash that is a red patch with little bumps in it and is located on the inside of my upper arm near my arm pit,eczema  skin rash  red skin  rash  dermatitis  itchy rash  plaque
273101,sometimes  i get these painful headaches on the side of my head  right by my eyes they last about a minute and then they go away sometimes dizziness,headache  dizziness  arteritis  steroids  vertigo  artery  biopsy
273110,what to do if you have liver cirrhosis with complications on heart,cirrhosis of the liver  hemochromatosis  water retention  iron blood level
273114,i am sexually active always used condom safely no breakage i feel a weird taste in my mouth some body pain and mild headache if shake headhiv,headache  shakes  human immunodeficiency virus  condoms  hiv
273652,im a 35 yr old female i have high blood pressure my doctor says its from my adrenal gland not shutting down how serious is this,high blood pressure  abnormal blood pressure  hypertension  blood pressure  hypertension  hormone
273814,i have a runny nose with yellow mucus is this a infection or a virus sore nose and throat too treatments,rhinitis  antibiotic  viral infections  runny nose  virus  oxymetazoline
274300,what could cause bloating  nausea  dizziness  lower left abdominal pain,constipation  abdominal discomfort  abdominal bloating  lightheadedness  abdominal pain  dizziness  nausea  inflammatory bowel disease  kidney stones  belly pain
274360,i was leaning over the console in my car  broke a rib under right breast what could cause this weak bone,female health  caring
274825,are the chance of pregnancy lower if the condom broke one day after my period ended and i took plan b,menses  ovulation  female health  menstrual period  healthy pregnancy  levonorgestrel  menstrual cycle  condoms  pregnancy
275066,when pressure is applied to my left temple area  the top  left portion of  head scalp from the temple to the back of my head feels like someone is pulling my hair  if i stop applying pressue to my temple it goes away with slight residual tingling i notic,headache  tingling  washing  nerve
275761,experiencing mod severe lower ab  pelvic pain  bloating  constipation  irreg periods for months  family dr off until nov should i be concerned,constipation  abdominal bloating  pelvic pain  antibody  fecal retention  female health
275812,i have hashimotos thyroiditis hypothyroidism and presently taking levothyroxine heard a lot of good things about zyflamend but is it safe for me,underactive thyroid  hypothyroidism  inflammation of the thyroid  uhashimotos thyroiditis  t3  thyroxine  hormone  liothyronine  herbal medications  levothyroxine
276091,ive been having sharp pains in my head had a mri that showed a possible brain aneurysm but they did not see the bump on the mra  what could be wrong,aneurysm  brain aneurysm  mri  angiogram  computed tomography  magnetic resonance imaging  cta  imaging  mri scan
277187,can going off of nuvaring cause anxiety  depression  fatigue  and dizziness,feeling anxious  dizziness  fatigue  depression  lethargy  vertigo  anxiety  female health  nuvaring  contraception
277198,i ve been having continuous white discharge cramping and some nausea after i eat no vomiting i m not late on my period but had unprotected sex about 17 18 days after the start of my last period what could it be,nausea  vomiting  menses  vaginal discharge  emesis  female health  menstrual period  sex  menstrual cycle  pregnancy test
277407,anxiety attacks will radiate to the left face left shoulder and arms that you will suspect heart attack i hav normal stress test  ecg  2dechoe  c trop,chest pain  feeling anxious  stress  heart attack  myocardial infarction  cardiac arrest  hepatitis a  panic attacks  electrocardiogram  stress test
277593,daughter has 10 day amoxicillin white liquid script due to a coughchest xray is clear  no fevercan continue with scheduled colonoscopy the 6th day,fever  cough  clear fluid leaking from the vagina  amoxil  xray of chest  amoxicillin  roentgen rays  colonoscopy  anesthesia
277840,i was diagnosed with breast cancer in 2000 i had radical bilateral mastectomy chemo and radiation i had metastasis to the rib in 2006 and 2010 recent biopsy of lymph nodes on the left upper chest near my clavicle and neck showed adenocarcinoma what treatm,breast carcinoma  breast cancer  cancer  metastasis  adenocarcinoma  gamma rays  chemotherapy  irradiation  mastectomy  radioactive
277856,what is the proper dosage of nucynta following a lower molar extraction with bone graft and stitches,narcotic  oxycodone and acetaminophen  percocet  oxycodone  tooth extraction  nucynta  graft  bone graft
277916,can sperm survive in your vagina and get pregnant while yore on your period,menses  ovulation  sexual intercourse  male health  healthy pregnancy  female health  pregnancy  menstrual period  sex  sperm
278092,what kind of problems can result from high mcv  i have moderated my alcohol intake and begun taking a multivitamin to help with folate and b12,vitamin deficiency  folic acid  gastroenterology  multivitamin  vitamin b12  vitamin b 12  folate  alcohol  vitamin b9
278533,can ear inf cause tight neck muscles,inflammation  infed
278545,hello i went off the birth control pills the middle of july  had a normal period in august and now i am 2 days late for my period i feel i have had many symptoms of pregnancy but took a test and its negative is it too soon to read positive i have bee,menses  ovulation  birth control pills  menstrual period  healthy pregnancy  female health  birth control  menstrual cycle  pregnancy  oral contraceptive
278614,palms  fingers get red  swollen  itchy whenever i hold something cold for more than 30 sec can this be related to something other than cold urticaria,hives  red skin  protein  low temperature  itching all over
278801,unusual causes of lower right abdominal pain colonoscopy  ct scans  ultrasounds  blood and urine tests have all found no cause,fever  abdominal discomfort  abdominal pain  high fever  ischemia  cancer  intestinal ischemia  belly pain  bowel  gastroenterology
278911,for the past few days my vagina has produced a lot of white tissue like discharge and its very itchy and possibly swollen  what is this,yeast infection  red skin  yeast  female health  severe itching
279219,i have small red bumps all around my vagina by the hole and the hole looks swollen they feel like pimples started after yeast infec1 bump on anus,acne  herpes  pimples  red skin  small red bumps  yeast  female health  red bumps  herpes simplex  candida
279306,hello my little brother has an eye stye he got it on a sunday and it popped out on monday morning we have consulted a doctor today he keeps on rubbing his eye and his stye is bleeding is it dangerous if a stye bleeds,red skin  aids  hordeolum
279513,my period came one week early  which is very unusual  but the cycle was otherwise normal three days after the finish of the cycle  ive notice pink red spotting and lower abdominal pressure cramps  what could this be,abdominal bloating  menses  red skin  menstrual period  female health  menstrual cycle  pregnancy
279736,took clomid and my period is a few days late for the first time i also have pcos im feeling gassy breast  tenderness took 3 pt but all were negative,passing gas  menses  flatulence  breast tenderness  polycystic ovary syndrome  clomiphene  menstrual cycle  clomid  female health  menstrual period
280105,following on the previous question i discontinued cipro after two doses now a day later i am still having symptoms eyes red swollen face swollen severe ha and neck ache diaphoretic any suggestions,red skin  neck pain  swollen face  ciprofloxacin  cipro  ciprofloxacin
280465,i tried to pop a pimple on my chin it was hard and when i popped it only clear liquid came out so i kept squeezing it and now its turned into a raised red rash  almost like a chemical burn,acne  rosacea  dermatitis  rash  skin rash  pimples  red skin  chemical burn  burns  antibiotic
280627,i have some sort of insect bite on my arm after almost 3 days its continued to get more swollen and red now the pain is radiating up my arm toward my hand and my neck is stiff and sore what should i do,red skin  insect sting  insect bite
280661,stabbing chest pain er doc said pleurisy after good blood work xray and ekg now im having it with pain in my left arm same side as chest pain,chest pain  chest tightness  chest pressure  pleurisy  angina  electrocardiogram  sleep  roentgen rays
280662,does early morning sneezing  running nose and itchy eyes with season change is sign of hay feverim having this problem since childhood,fever  itchy eyes  children  running  allergic rhinitis  hay fever  mite
280809,is abdominal pain a rare symptomof colon cancer ive had minor short abdominal painalmost everyday i do have anxiety but i worry its stomach or colon cancer give me statistics please,abdominal pain  feeling anxious  abdominal discomfort  cancer  colon cancer  belly pain  colonic  anxiety  endoscopy
281361,high sinemet doses without parkinsons how do i get off sinemet no doctor at present,uparkinsons disease  carbidopa and levodopa  sinemet
281378,very mild pain in lower back and side is that a uti i have no other symtons my urine is light  i have no fever it does not hurt when i urinenate,fever  urinary tract infections  urinalysis  backaches  sciatica  urine  low back pain
281876,i tore my acl and meniscus 11 1 2 years ago then my legs  ankles swell up almost every morning and my hairs has got thin  i have red spots on the top of my head  a large rashlooks like sun spots large freckles on both of my lower legs from knee to shin,dermatitis  rash  skin rash  red skin  lower leg swelling  systemic lupus erythematosus  leg swelling  freckle  sleep  red spots
282105,in the last week i have been waking up in middle of the night itchy al over body  mostly stomach arms and legs  also hav a pimple like rash on wrist,skin rash  pimples  dermatitis  rash  scabies  hepatitis a
282437,i have been experiencing headaches fever stomach ache diarrhea vomiting aches and exhaustion ive been bitten by mosquitoes and i live in oklahoma should i be concerned about  west nile,abdominal pain  stomach pain  fever  loose stools  vomiting  diarrhea  headache  dysentery  exhaustion  belly pain
282553,constant pain from fibromyalgia take lyrica but do ont help with muscle so ssasms any suggestions,muscle spasm  drowsiness  chronic pain  painful muscle spasms  fibromyalgia  carisoprodol  soma  flexeril  baclofen  methocarbamol
282590,its been a week and a half that i missed my period i took a test and was negative was it to early to take it  and some ppl tell me i have the glow  look pail or yellow  is there a possability i am pregnant and how long should i wait to take another test,menses  pregnancy  female health  menstrual period  healthy pregnancy  menstrual cycle
282647,can one be diagnosed with epilepsy after one seizure in their sleep to later find out they had a wrong diagnosis even though 1 eeg was positive 1 neg,seizure disorder  epilepsy  seizure  convulsion  epileptic seizures  sleep  eeg
282889,asthma flare up wheezing cough yellow mucus  fatigue how long can i wait to seek medical help going on for about 4 days,asthma  fatigue  cough  wheezing  lethargy
283087,i have red sores at the back of my throat and my throat is very sore i dont have a fever  but it hurts to swallow what is this,fever  red skin  sore throat  herpes  strep throat  herpangina  mono  tonsillitis  stomatitis  herpes stomatitis
283106,i have had a fever from 100 to 104 for the past 4 days  after two trips to urgent care i did not have influenza a or b  it is a viral infection and respiratory infection  i was given cough syrup with codine and have been alternating motrin and tylenol,fever  influenza  fl  cough  respiratory tract infections  urinary urgency  acetaminophen  respiratory system  tylenol  virus
283607,need help for mom of boy newly diagnosed with allergies where do you find recipes without tree nuts  soy  wheat  corn  rice  tomato for family of 6,corns  food allergies  anaphylaxis  hypersensitivity  anaphylactic shock  child allergies  diet  food allergy  children  allergies
283672,i am goin 5th shot of the depoprovera in oct   and i have  been in my period now going on two weeks  some days are  just brown blood and some are bright red with stomach cramps is this normal with being on the depo,stomach cramps  red skin  menses  menstrual period  menstrual cycle  female health
